RCDTS,School Name,ambitious_instruction,collaborative_teachers,involved_families,supportive_environment,Year
15016299025270,Acero Chtr Sch Network - Brighton Park Elem School,45.0,36.0,60.0,46.0,2023
15016299025262,Acero Chtr Sch Network - Bartolome de las Casas Elem Sch,33.0,49.0,45.0,40.0,2023
15016299025085,Acero Chtr Sch Network -  Major Hector P Garcia MD H S,61.0,43.0,64.0,57.0,2023
15016299025284,Acero Chtr Sch Network  - Jovita Idar Elem School,35.0,9.0,39.0,35.0,2023
15016299025229,Academy for Global Citizenship,65.0,68.0,75.0,50.0,2023
150162990250041.0,STEINMETZ HS,50,11,18,38,2024
150162990250795.0,CHICAGO MILITARY HS,69,8,42,45,2024
150162990250545.0,CLEMENTE HS,60,9,30,33,2024
150162990252389.0,OWEN,52,4,35,28,2024
150162990250037.0,SENN HS,63,33,39,47,2024
150162990250826.0,RABY HS,32,33,18,39,2024
150162990252139.0,COOK,62,24,33,37,2024
150162990252354.0,MOLLISON,44,13,22,23,2024
150162990252149.0,DAVIS N,31,10,32,19,2024
150162990252506.0,WENTWORTH,53,8,17,32,2024
150162990252267.0,KING ES,47,13,18,31,2024
150162990252809.0,POE,60,31,62,54,2024
150162990252464.0,STAGG,55,10,27,42,2024
150162990252356.0,MOOS,46,21,47,35,2024
150162990252943.0,TARKINGTON,44,35,47,32,2024
150162990250046.0,VON STEUBEN HS,71,39,57,61,2024
150162990252098.0,BROWNELL,60,25,17,55,2024
150162990252284.0,JAHN,61,22,51,64,2024
150162990252179.0,DVORAK,49,25,31,34,2024
150162990250867.0,ENGLEWOOD STEM HS,65,36,24,41,2024
150162990250013.0,FOREMAN HS,57,22,32,45,2024
150162990252147.0,CROWN,44,13,.,20,2024
150162990252399.0,PEIRCE,57,42,60,51,2024
150162990250016.0,HARLAN HS,26,33,27,20,2024
150162990252311.0,LEWIS,39,23,34,26,2024
150162990252398.0,PECK,69,31,59,36,2024
150162990252435.0,SAWYER,43,30,46,36,2024
150162990250533.0,JONES HS,90,32,58,76,2024
150162990250617.0,CURIE HS,54,35,45,42,2024
150162990252270.0,HOLMES,72,33,20,46,2024
150162990252837.0,DALEY,40,31,25,33,2024
150162990250835.0,SOCIAL JUSTICE HS,46,28,32,50,2024
150162990252386.0,OTIS,41,28,30,46,2024
150162990252403.0,PETERSON,60,28,46,48,2024
150162990252255.0,HEARST,48,35,43,40,2024
150162990252436.0,SAYRE,59,19,43,45,2024
150162990252605.0,DEPRIEST,36,23,20,19,2024
150162990252494.0,VOLTA,65,30,63,50,2024
150162990250026.0,LAKE VIEW HS,69,43,49,52,2024
150162990250042.0,SULLIVAN HS,,25,38,,2024
150162990252128.0,CHALMERS,73,33,39,60,2024
150162990252842.0,OROZCO,84,33,76,64,2024
150162990250827.0,CLARK HS,72,37,54,48,2024
150162990252141.0,COONLEY,53,32,62,56,2024
150162990252210.0,FULTON,65,36,34,47,2024
150162990252265.0,HIBBARD,47,25,40,48,2024
150162990252290.0,JOHNSON,51,42,11,40,2024
150162990252743.0,EARHART,66,33,36,35,2024
150162990252512.0,WHISTLER,54,38,36,40,2024
150162990252138.0,COLUMBUS,47,36,68,47,2024
150162990252412.0,PRUSSING,34,23,45,26,2024
150162990250833.0,LINDBLOM HS,78,45,66,65,2024
150162990250039.0,KING HS,80,36,52,58,2024
150162990252118.0,CAMERON,55,39,36,38,2024
150162990252844.0,MORTON,50,34,41,25,2024
150162990252283.0,JACKSON A,61,35,58,51,2024
150162990252296.0,KILMER,44,20,45,33,2024
150162990250034.0,PHILLIPS HS,71,37,42,41,2024
150162990252190.0,ERICSON,63,28,31,39,2024
150162990252093.0,BRENNEMANN,37,25,33,34,2024
150162990250796.0,PAYTON HS,94,45,81,85,2024
150162990250021.0,HYDE PARK HS,61,38,32,32,2024
150162990252941.0,SUDER,50,22,51,21,2024
150162990252380.0,OGDEN ES,47,35,45,33,2024
150162990252209.0,FULLER,62,19,19,38,2024
150162990252212.0,GALE,28,34,44,33,2024
150162990252355.0,MONROE,52,32,50,41,2024
150162990252474.0,NEW SULLIVAN,49,30,35,28,2024
150162990250856.0,WILLIAMS HS,84,49,55,57,2024
150162990252965.0,WEST RIDGE,39,42,38,20,2024
150162990250829.0,UPLIFT HS,48,36,42,47,2024
150162990252767.0,WARD L,74,27,32,61,2024
150162990252105.0,BURNHAM,41,26,29,31,2024
150162990252135.0,CLISSOLD,45,45,58,22,2024
150162990252160.0,DISNEY,53,28,43,36,2024
150162990252799.0,CURTIS,47,22,18,29,2024
150162990252331.0,MARSH,44,31,55,38,2024
150162990252913.0,FAIRFIELD,21,23,40,22,2024
150162990252406.0,PLAMONDON,61,39,51,56,2024
150162990252516.0,WILDWOOD,54,31,61,56,2024
150162990252413.0,PULASKI,48,38,64,39,2024
150162990252090.0,BRADWELL,55,21,18,38,2024
150162990252236.0,GILLESPIE,39,23,24,28,2024
150162990252281.0,IRVING,40,24,25,29,2024
150162990252500.0,WALSH,50,23,54,37,2024
150162990252469.0,SPRY ES,49,41,51,40,2024
150162990252089.0,BOONE,70,29,42,68,2024
150162990252446.0,SEWARD,38,29,30,35,2024
150162990252088.0,BOND,54,36,43,39,2024
150162990252052.0,AGASSIZ,46,46,80,36,2024
150162990252112.0,BYRNE,51,46,53,41,2024
150162990252314.0,LINCOLN,72,46,77,59,2024
150162990250024.0,KENNEDY HS,60,38,45,47,2024
150162990252823.0,NINOS HEROES,52,29,41,29,2024
150162990252414.0,PULLMAN,42,35,24,29,2024
150162990252456.0,SHOESMITH,57,31,19,36,2024
150162990252964.0,LORCA,56,42,44,47,2024
150162990252953.0,EDISON PARK,67,37,70,67,2024
150162990252488.0,TONTI,85,27,51,65,2024
150162990250014.0,BACK OF THE YARDS HS,80,43,63,67,2024
150162990250011.0,FARRAGUT HS,54,34,35,42,2024
150162990252132.0,CLAY,45,35,39,27,2024
150162990252304.0,KOZMINSKI,50,29,42,25,2024
150162990252766.0,TILL,39,11,23,25,2024
150162990252394.0,PARK MANOR,50,28,42,27,2024
150162990252079.0,BEETHOVEN,59,22,16,38,2024
150162990250848.0,AIR FORCE HS,74,43,60,41,2024
150162990252066.0,BARNARD,38,30,35,21,2024
150162990252491.0,VANDERPOEL,60,38,72,50,2024
150162990250006.0,CARVER MILITARY HS,57,48,44,49,2024
150162990252268.0,HITCH,53,47,49,36,2024
150162990250023.0,KELVYN PARK HS,48,47,43,45,2024
150162990252476.0,SUTHERLAND,61,41,61,37,2024
150162990250049.0,WELLS HS,54,54,46,48,2024
150162990252072.0,NICHOLSON,45,33,31,24,2024
150162990252275.0,HOYNE,59,49,49,32,2024
150162990252368.0,NASH,68,46,45,43,2024
150162990252422.0,REINBERG,50,36,48,39,2024
150162990252321.0,LOWELL,58,39,54,39,2024
150162990252207.0,FRANKLIN,59,40,60,41,2024
150162990250531.0,DUNBAR HS,,48,47,,2024
150162990250043.0,TAFT HS,59,51,49,51,2024
150162990252877.0,MCAULIFFE,31,29,47,32,2024
150162990252363.0,MOZART,41,35,45,41,2024
150162990252785.0,POWELL,51,42,40,37,2024
150162990252945.0,FRAZIER PROSPECTIVE,56,38,35,42,2024
150162990252276.0,HUGHES C,83,35,13,56,2024
150162990252856.0,LENART,66,36,72,37,2024
150162990252461.0,SOLOMON,58,28,56,53,2024
150162990252273.0,HOWE,62,42,28,51,2024
150162990250803.0,PHOENIX MILITARY HS,85,45,58,60,2024
150162990252492.0,LAVIZZO,62,47,49,45,2024
150162990252142.0,COOPER,58,51,56,48,2024
150162990252881.0,LOGANDALE,62,37,45,53,2024
150162990252358.0,INTER-AMERICAN,65,48,70,50,2024
150162990252082.0,BELL,54,43,74,55,2024
150162990252256.0,HEDGES,45,34,50,33,2024
150162990252385.0,PICCOLO,44,44,52,35,2024
150162990252870.0,BRIGHTON PARK,52,33,42,50,2024
150162990252046.0,JACKSON M,80,40,41,79,2024
150162990252542.0,YATES,50,39,45,40,2024
150162990252967.0,STEM,76,36,56,59,2024
150162990252402.0,PERSHING,49,56,51,26,2024
150162990252182.0,EBINGER,58,50,66,54,2024
150162990252349.0,MCPHERSON,51,44,68,47,2024
150162990252409.0,PORTAGE PARK,52,42,57,39,2024
150162990250022.0,KELLY HS,54,42,46,47,2024
150162990252392.0,PARKER,72,49,39,51,2024
150162990250863.0,DYETT ARTS HS,64,56,61,50,2024
150162990252145.0,CORKERY,33,43,43,33,2024
150162990252067.0,BARRY,70,33,63,58,2024
150162990252933.0,DURKIN PARK,57,48,56,54,2024
150162990252215.0,GARY,57,45,54,48,2024
150162990250019.0,HIRSCH HS,56,43,41,37,2024
150162990252096.0,BRIGHT,42,33,49,34,2024
150162990252257.0,HEFFERAN,64,46,38,39,2024
150162990252326.0,MANIERRE,53,44,39,38,2024
150162990252374.0,NIXON,51,40,42,38,2024
150162990252382.0,OKEEFFE,75,25,40,98,2024
150162990250824.0,BOWEN HS,65,33,39,42,2024
150162990252306.0,LASALLE,89,38,65,99,2024
150162990252438.0,SCAMMON,58,38,67,38,2024
150162990252811.0,GUNSAULUS,47,57,67,50,2024
150162990252247.0,HAUGAN,53,36,49,53,2024
150162990250015.0,GAGE PARK HS,64,56,49,47,2024
150162990250030.0,MATHER HS,58,51,46,49,2024
150162990252487.0,TILTON,75,52,33,75,2024
150162990252828.0,SABIN,44,32,37,36,2024
150162990252971.0,SOR JUANA,56,40,62,51,2024
150162990252365.0,MURPHY,61,47,62,56,2024
150162990252129.0,CHAPPELL,56,46,80,55,2024
150162990252167.0,DORE,62,52,65,53,2024
150162990250044.0,TILDEN HS,66,39,24,42,2024
150162990252323.0,LYON,48,33,38,38,2024
150162990252428.0,RUGGLES,77,50,48,51,2024
150162990252442.0,SCHMID,45,37,37,33,2024
150162990252054.0,ALDRIDGE,65,42,30,46,2024
150162990252068.0,BARTON,62,39,32,38,2024
150162990252410.0,PRESCOTT,84,38,76,59,2024
150162990252370.0,NETTELHORST,63,49,69,58,2024
150162990252963.0,CAMRAS,34,43,42,35,2024
150162990252337.0,MAYER,60,48,74,56,2024
150162990252775.0,JOPLIN,72,48,28,53,2024
150162990252097.0,BROWN W,74,49,59,50,2024
150162990252204.0,FISKE,51,32,43,36,2024
150162990252211.0,FUNSTON,48,39,64,34,2024
150162990252263.0,HERZL,41,44,41,25,2024
150162990252475.0,SUMNER,82,41,46,45,2024
150162990252193.0,EVERS,53,54,56,29,2024
150162990252525.0,YOUNG ES,63,58,63,43,2024
150162990252825.0,DE DIEGO,43,41,37,29,2024
150162990252966.0,AZUELA,47,48,61,35,2024
150162990252101.0,BUDLONG,65,53,70,53,2024
150162990252119.0,CANTY,57,47,57,50,2024
150162990252222.0,OWENS,82,40,44,95,2024
150162990252637.0,CULLEN,81,61,.,65,2024
150162990252309.0,LAWNDALE,50,45,39,40,2024
150162990252313.0,LIBBY,51,36,40,47,2024
150162990252339.0,MCCLELLAN,43,46,53,40,2024
150162990252423.0,REVERE,51,32,26,44,2024
150162990252462.0,SPENCER,64,44,38,45,2024
150162990252706.0,SALAZAR,59,50,58,56,2024
150162990252183.0,EDGEBROOK,57,43,76,40,2024
150162990252486.0,THORP O,56,56,83,43,2024
150162990252095.0,BRIDGE,57,44,53,45,2024
150162990252618.0,FOSTER PARK,67,35,46,47,2024
150162990252258.0,HENDERSON,73,48,34,76,2024
150162990252346.0,MCKAY,67,47,44,51,2024
150162990252381.0,OGLESBY,52,39,36,29,2024
150162990252401.0,WASHINGTON H ES,71,46,42,35,2024
150162990252472.0,STOWE,49,41,53,40,2024
150162990250834.0,BRONZEVILLE HS,59,41,43,46,2024
150162990252892.0,KELLMAN,63,56,53,40,2024
150162990252069.0,BASS,69,54,55,52,2024
150162990252244.0,HARTE,57,47,58,44,2024
150162990252240.0,HAMILTON,57,63,77,61,2024
150162990252477.0,SWIFT,53,42,66,45,2024
150162990252383.0,ONAHAN,81,52,74,62,2024
150162990252220.0,GOETHE,61,54,74,45,2024
150162990252490.0,TWAIN,56,54,56,43,2024
150162990252458.0,SKINNER,55,43,67,48,2024
150162990250534.0,PROSSER HS,63,58,59,51,2024
150162990252876.0,CARSON,55,50,53,37,2024
150162990252937.0,DOOLITTLE,46,40,39,32,2024
150162990252191.0,ESMOND,60,36,60,38,2024
150162990252915.0,NORTHWEST,32,36,44,24,2024
150162990252369.0,NEIL,46,54,49,35,2024
150162990252260.0,HENRY,44,53,53,51,2024
150162990252315.0,VON LINNE,46,49,58,34,2024
150162990250779.0,HANCOCK HS,96,37,63,79,2024
150162990252083.0,BENNETT,44,52,54,30,2024
150162990252123.0,CARTER,40,37,30,28,2024
150162990252224.0,GRAHAM ES,41,51,53,27,2024
150162990252507.0,WESTCOTT,40,29,32,20,2024
150162990250836.0,MULTICULTURAL HS,59,58,49,49,2024
nan,THOMAS,,36,90,,2024
150162990252080.0,BEIDLER,66,44,49,39,2024
150162990252202.0,FERNWOOD,70,28,.,44,2024
150162990252328.0,MANN,76,46,43,38,2024
150162990252292.0,JUNGMAN,59,55,53,45,2024
150162990252922.0,ASHBURN,59,54,61,53,2024
150162990250849.0,ALCOTT HS,60,43,53,56,2024
150162990252366.0,MURRAY,54,29,51,21,2024
150162990252452.0,MIRELES,55,38,38,24,2024
150162990252252.0,HAYT,55,40,47,52,2024
150162990250536.0,RICHARDS HS,54,39,44,52,2024
150162990250036.0,SCHURZ HS,52,50,65,48,2024
150162990252185.0,EDWARDS,50,46,53,42,2024
150162990252969.0,SOUTHEAST,63,46,56,47,2024
150162990252468.0,STONE,56,49,63,41,2024
150162990252726.0,HANSON PARK,48,46,66,38,2024
150162990250767.0,JUAREZ HS,56,56,69,50,2024
150162990252155.0,CHOPIN,51,43,55,50,2024
150162990252622.0,GRISSOM,72,47,62,42,2024
150162990252259.0,HENDRICKS,62,50,60,48,2024
150162990252513.0,WHITNEY,57,54,69,44,2024
150162990252504.0,WATERS,57,57,82,47,2024
150162990252391.0,PALMER,52,48,55,55,2024
150162990252373.0,NIGHTINGALE,46,53,57,43,2024
150162990250526.0,CHICAGO VOCATIONAL HS,57,60,54,41,2024
150162990250003.0,BOGAN HS,55,63,66,42,2024
150162990252158.0,DEVER,52,53,54,38,2024
150162990252187.0,ELLINGTON,48,55,43,31,2024
150162990252419.0,REAVIS,50,45,46,40,2024
150162990252498.0,WADSWORTH,66,40,41,52,2024
150162990252127.0,CATHER,58,58,38,45,2024
150162990252930.0,NEW FIELD,68,30,63,49,2024
150162990252454.0,SHERWOOD,75,52,63,58,2024
150162990252113.0,CALDWELL,67,50,57,53,2024
150162990250035.0,ROOSEVELT HS,48,50,53,46,2024
150162990252254.0,HEALY,53,63,73,38,2024
150162990252130.0,CHASE,57,53,76,53,2024
150162990252479.0,TANNER,49,49,33,32,2024
150162990252173.0,DUBOIS,87,49,48,99,2024
150162990252505.0,WEBSTER,81,48,57,81,2024
150162990252804.0,METCALFE,72,65,71,54,2024
150162990252153.0,DENEEN,88,69,49,76,2024
150162990252923.0,BELMONT-CRAGIN,47,50,64,41,2024
150162990252051.0,ADDAMS,37,56,51,39,2024
150162990252510.0,PRITZKER,57,55,66,50,2024
150162990252280.0,HURLEY,52,52,63,38,2024
150162990250020.0,HUBBARD HS,59,62,63,52,2024
150162990250031.0,MORGAN PARK HS,63,49,60,48,2024
150162990252087.0,BLAINE,75,55,76,51,2024
150162990252241.0,HAMLINE,42,55,59,42,2024
150162990252367.0,BROWN R,97,53,54,90,2024
150162990252288.0,JENSEN,75,53,45,38,2024
150162990252921.0,COURTENAY,47,42,48,49,2024
150162990250830.0,WORLD LANGUAGE HS,66,52,60,57,2024
150162990252954.0,DAVIS M,87,40,53,61,2024
150162990252864.0,PEREZ,79,65,65,71,2024
150162990252206.0,FORT DEARBORN,75,57,53,31,2024
150162990252404.0,PICKARD,66,58,76,43,2024
150162990252104.0,BURLEY,62,54,77,59,2024
150162990252100.0,BOUCHET,78,61,57,51,2024
150162990252459.0,SMYSER,49,41,51,45,2024
150162990252078.0,BEAUBIEN,61,52,70,54,2024
150162990250001.0,AMUNDSEN HS,75,57,72,59,2024
150162990250025.0,KENWOOD HS,90,59,85,74,2024
150162990252230.0,GREGORY,46,30,23,46,2024
150162990252246.0,HARVARD,45,49,37,23,2024
150162990250844.0,VOISE HS,66,51,38,48,2024
150162990252293.0,KELLOGG,68,41,64,50,2024
150162990252232.0,GRIMES,68,65,62,59,2024
150162990252269.0,HOLDEN,63,48,68,45,2024
150162990252353.0,MITCHELL,60,79,89,38,2024
150162990252867.0,RUIZ,50,53,55,46,2024
150162990252341.0,MCCORMICK,68,46,65,59,2024
150162990252148.0,DARWIN,56,68,67,52,2024
150162990252421.0,REILLY,61,50,58,53,2024
150162990252896.0,LITTLE VILLAGE,49,51,57,49,2024
150162990252159.0,DEWEY,83,54,52,45,2024
150162990252893.0,FINKL,46,43,63,34,2024
150162990252460.0,SMYTH,57,49,48,35,2024
150162990252714.0,LELAND,72,54,51,55,2024
150162990252362.0,MOUNT VERNON,48,64,60,28,2024
150162990252103.0,BURKE,61,44,47,35,2024
150162990252926.0,TALMAN,58,65,75,49,2024
150162990252936.0,CLAREMONT,91,60,56,99,2024
150162990252503.0,WASHINGTON G ES,71,48,62,62,2024
150162990252285.0,JAMIESON,67,47,64,58,2024
150162990252970.0,RICHARDSON,68,60,50,41,2024
150162990252150.0,DAWES,49,67,56,40,2024
150162990252800.0,BEASLEY,55,53,49,32,2024
150162990252053.0,ALCOTT ES,66,63,83,45,2024
150162990252136.0,COLES,62,57,45,36,2024
150162990252289.0,PILSEN,52,60,76,41,2024
150162990252324.0,MADISON,65,48,36,45,2024
150162990252429.0,RYDER,77,52,45,44,2024
150162990252480.0,TAYLOR,70,64,68,41,2024
150162990252175.0,DULLES,46,61,44,31,2024
150162990252960.0,SOUTH SHORE ES,88,64,55,78,2024
150162990252109.0,BURROUGHS,64,57,59,61,2024
150162990252110.0,BRUNSON,58,60,66,44,2024
150162990252501.0,WARD J,51,59,76,43,2024
150162990250820.0,CHICAGO ACADEMY HS,82,49,54,67,2024
150162990252384.0,ORIOLE PARK,62,64,73,56,2024
150162990252773.0,GARVEY,61,47,43,44,2024
150162990252514.0,WHITTIER,48,59,58,40,2024
150162990252352.0,MELODY,71,61,51,66,2024
150162990252266.0,HIGGINS,78,61,55,46,2024
150162990250841.0,COLLINS HS,83,65,55,52,2024
150162990250052.0,CRANE MEDICAL HS,55,60,40,45,2024
150162990252048.0,GREEN,76,50,36,60,2024
150162990252319.0,LOVETT,70,68,56,45,2024
150162990252235.0,HAINES,55,60,63,49,2024
150162990252444.0,SCHUBERT,84,52,66,74,2024
150162990252914.0,SANDOVAL,82,61,71,66,2024
150162990250825.0,NORTH-GRAND HS,60,60,57,50,2024
150162990252242.0,HAMMOND,66,56,72,35,2024
150162990252636.0,HAY,71,55,57,48,2024
150162990252862.0,CASALS,89,69,65,70,2024
150162990252330.0,MARQUETTE,54,62,61,45,2024
150162990252484.0,THORP J,61,51,46,48,2024
150162990250828.0,RICKOVER MILITARY HS,66,69,89,69,2024
150162990252889.0,JORDAN,54,54,64,42,2024
150162990252895.0,ARIEL,59,55,50,36,2024
150162990252334.0,MASON,80,51,56,47,2024
150162990252904.0,CHRISTOPHER,50,53,60,38,2024
150162990252086.0,BLACK,73,71,84,36,2024
150162990252172.0,DRUMMOND,72,61,89,64,2024
150162990252227.0,GREELEY,55,47,66,47,2024
150162990252213.0,GALLISTEL,57,54,61,45,2024
150162990252239.0,HALE,65,58,59,43,2024
150162990252316.0,LLOYD,71,49,65,50,2024
nan,JEFFERSON HS,71,67,56,34,2024
nan,VIRTUAL ACADEMY ES,.,.,.,.,2024
150162990250763.0,JULIAN HS,72,58,62,47,2024
150162990252063.0,AVALON PARK,85,61,50,59,2024
150162990252092.0,HALEY,71,58,60,42,2024
150162990252700.0,CLARK ES,68,64,89,55,2024
150162990252184.0,EDISON,64,54,92,51,2024
150162990252935.0,NORTH RIVER,51,53,63,44,2024
150162990253781.0,VICK,,56,81,,2024
150162990252920.0,CHICAGO ACADEMY ES,60,59,62,50,2024
150162990252375.0,NOBEL,52,57,68,34,2024
150162990252102.0,BURBANK,57,55,62,49,2024
150162990252426.0,ROGERS,59,63,81,47,2024
nan,YORK HS,79,52,37,55,2024
150162990252704.0,LANGFORD,63,60,55,54,2024
150162990252806.0,KANOON,40,72,75,40,2024
150162990252855.0,SOUTH LOOP,50,57,74,42,2024
150162990252457.0,SHOOP,71,60,60,33,2024
150162990252497.0,WACKER,95,80,84,85,2024
150162990252703.0,LEE,69,66,71,58,2024
150162990252299.0,KINZIE,69,63,66,60,2024
150162990252434.0,SAUGANASH,59,63,81,53,2024
150162990252597.0,HERNANDEZ,66,68,55,33,2024
150162990252214.0,GARVY,71,62,78,62,2024
150162990252094.0,BRENTANO,64,59,80,54,2024
150162990252783.0,CARDENAS,68,55,62,56,2024
150162990250859.0,SOLORIO HS,75,64,60,61,2024
nan,PEACE AND EDUCATION HS,70,76,26,60,2024
150162990252133.0,CLEVELAND,58,60,76,56,2024
150162990252902.0,WELLS ES,91,66,63,77,2024
150162990252737.0,MCDOWELL,86,50,56,73,2024
150162990252521.0,WOODSON,69,65,65,48,2024
150162990252900.0,LARA,50,63,69,39,2024
150162990252934.0,CALMECA,43,61,64,41,2024
150162990252958.0,PRIETO,56,71,72,43,2024
150162990252194.0,FALCONER,75,70,72,67,2024
150162990250857.0,WESTINGHOUSE HS,79,73,73,60,2024
nan,FISHER,,43,87,,2024
nan,GRAHAM HS,55,74,87,53,2024
150162990252357.0,MORRILL,59,71,71,39,2024
150162990252344.0,MCCUTCHEON,62,64,67,65,2024
150162990252634.0,MCNAIR,80,67,55,80,2024
150162990252294.0,KERSHAW,90,67,71,82,2024
150162990252376.0,NORWOOD PARK,44,73,84,48,2024
150162990252231.0,GRESHAM,67,59,53,54,2024
150162990252959.0,SKINNER NORTH,68,65,84,46,2024
150162990252120.0,CARNEGIE,69,62,62,45,2024
150162990252345.0,MCDADE,59,66,72,28,2024
150162990252908.0,WEST PARK,85,65,74,68,2024
150162990252972.0,BRONZEVILLE CLASSICAL,47,63,80,44,2024
150162990252070.0,BATEMAN,55,72,77,51,2024
150162990252059.0,ARMSTRONG G,68,69,63,48,2024
150162990250764.0,YOUNG HS,92,65,98,83,2024
nan,VAUGHN HS,,68,81,,2024
150162990252303.0,LOZANO,52,58,48,42,2024
150162990252317.0,LOCKE J,65,78,81,55,2024
150162990252955.0,LASALLE II,64,53,68,43,2024
150162990250772.0,CHICAGO AGRICULTURE HS,59,70,77,61,2024
150162990252838.0,MADERO,88,75,84,57,2024
150162990252903.0,WOODLAWN,99,56,77,82,2024
150162990252177.0,DUNNE,99,71,71,93,2024
150162990252387.0,OTOOLE,72,68,64,45,2024
150162990252878.0,GALILEO,61,62,66,43,2024
150162990252062.0,AUDUBON,64,70,83,63,2024
150162990252417.0,RAY,60,63,76,34,2024
150162990250029.0,MARSHALL HS,74,69,65,46,2024
150162990252161.0,DIXON,88,76,80,53,2024
150162990252949.0,DISNEY II ES,48,71,83,43,2024
150162990252223.0,GOUDY,60,72,67,36,2024
150162990252192.0,EVERETT,99,81,78,99,2024
150162990252850.0,ALBANY PARK,79,79,67,47,2024
150162990252396.0,PASTEUR,92,74,91,77,2024
150162990252107.0,BURNSIDE,72,72,63,45,2024
150162990252372.0,CARVER G,74,64,59,41,2024
150162990252195.0,FARADAY,87,76,80,75,2024
150162990252724.0,ROBINSON,,63,54,,2024
150162990250837.0,INFINITY HS,63,62,68,60,2024
150162990252502.0,WARREN,66,77,70,37,2024
150162990252455.0,SHIELDS,84,63,70,59,2024
150162990252897.0,ZAPATA,53,66,70,37,2024
150162990250847.0,ORR HS,65,79,77,51,2024
150162990252968.0,SHIELDS MIDDLE,49,71,58,31,2024
150162990252886.0,CHAVEZ,64,75,83,45,2024
150162990252807.0,RANDOLPH,75,66,44,55,2024
150162990252453.0,SHERMAN,97,69,74,87,2024
150162990252451.0,SHERIDAN,45,72,79,40,2024
150162990252122.0,CARROLL,95,73,74,83,2024
150162990252901.0,TELPOCHCALLI,79,84,85,65,2024
150162990252361.0,MOUNT GREENWOOD,77,80,92,71,2024
150162990252169.0,DRAKE,95,74,79,68,2024
150162990252229.0,GREENE,96,93,92,97,2024
150162990252919.0,COLUMBIA EXPLORERS,70,81,85,54,2024
150162990252826.0,TURNER-DREW,94,92,92,61,2024
150162990252108.0,BURR,60,82,87,49,2024
150162990252081.0,BELDING,54,76,85,48,2024
150162990252134.0,CLINTON,71,83,76,60,2024
150162990252918.0,COLEMON,75,80,95,37,2024
150162990252924.0,NATIONAL TEACHERS,74,76,88,48,2024
150162990252249.0,HAWTHORNE,95,81,94,90,2024
150162990252873.0,EVERGREEN,91,82,79,76,2024
150162990252768.0,SMITH,98,88,98,78,2024
150162990252226.0,GRAY,78,87,81,63,2024
nan,SOUTHSIDE HS,76,82,88,75,2024
150162990252805.0,DECATUR,90,83,98,80,2024
nan,CATALPA,,83,88,,2024
150162990252126.0,CASSELL,86,83,92,80,2024
150162990252180.0,EARLE,93,93,99,73,2024
nan,SIMPSON HS,99,80,99,83,2024
150162990253762.0,STOCK,,94,99,,2024
150162990253761.0,BLAIR,,97,99,,2024
150162990250831.0,DOUGLASS HS,73,78,91,52,2024
150162990250832.0,DEVRY HS,88,95,.,87,2024
150162990252739.0,KELLER,82,99,99,69,2024
150162990250537.0,SIMEON HS,85,,.,48,2024
150162990250616.0,MANLEY HS,58,,.,35,2024
150162990250048.0,WASHINGTON HS,,,.,,2024
150162990252916.0,HAMPTON,51,,.,27,2024
150162990252603.0,DIRKSEN,61,,.,51,2024
150162990252898.0,ORTIZ DE DOMINGUEZ,,,.,,2024
150162990253760.0,BEARD,,,.,,2024
150162990252395.0,PARKSIDE,67,,.,46,2024
150162990252400.0,PENN,60,,.,33,2024
150162990252405.0,PIRIE,99,,.,90,2024
150162990252154.0,DETT,48,,.,24,2024
150162990252802.0,MAYS,55,,.,33,2024
150162990252620.0,HUGHES L,62,,.,33,2024
150162990250860.0,SOUTH SHORE INTL HS,,,.,,2024
150162990252203.0,FIELD,55,,.,29,2024
150162990252371.0,NEWBERRY,67,,.,39,2024
150162990252478.0,TALCOTT,63,,.,58,2024
150162990252198.0,FARNSWORTH,69,,.,47,2024
150162990252912.0,MARINE LEADERSHIP AT AMES HS,,,.,,2024
150162990252829.0,SAUCEDO,47,,.,37,2024
150162990252181.0,EBERHART,44,,.,32,2024
150162990250794.0,NORTHSIDE PREP HS,,,.,,2024
150162990252465.0,STEVENSON,62,,.,44,2024
150162990250047.0,LINCOLN PARK HS,,,.,,2024
150162990250027.0,LANE TECH HS,,,.,,2024
nan,NORTHSIDE LEARNING HS,,,.,,2024
nan,RUDOLPH,,,.,,2024
